,title,genres,genres_list,release_date,budget,revenue,tmdbid,imdbid,runtime,vote_average,vote_count,keywords,keywords_list
170,Judge Dredd ( 1995 ),Science Fiction,['Science Fiction'],1995-06-30,90000000,113493481,9482,9482,96.0,5.4,643,judge|post-apocalyptic|dystopia|based on comic|police officer|based on graphic novel|frame up|dystopic future|framed for murder|gene|prosthetic limb|post holocaust|dna testing|dredd|2000 ad,"['judge', 'post-apocalyptic', 'dystopia', 'based on comic', 'police officer', 'based on graphic novel', 'frame up', 'dystopic future', 'framed for murder', 'gene', 'prosthetic limb', 'post holocaust', 'dna testing', 'dredd', '2000 ad']"
172,Kids ( 1995 ),Drama|Crime,"['Drama', 'Crime']",1995-07-28,1500000,7412216,9344,9344,91.0,6.8,280,puberty|first time,"['puberty', 'first time']"
173,Living in Oblivion ( 1995 ),Drama|Comedy,"['Drama', 'Comedy']",1995-01-20,500000,1148752,9071,9071,89.0,7.2,64,cinema|independent film|filmmaker,"['cinema', 'independent film', 'filmmaker']"
177,Mallrats ( 1995 ),Romance|Comedy,"['Romance', 'Comedy']",1995-10-20,6000000,2122561,2293,2293,94.0,6.8,400,sex|game show|slacker|shopping|mall|ex-boyfriend ex-girlfriend relationship|jay and silent bob|silent man|coke|bandleader|aftercreditsstinger,"['sex', 'game show', 'slacker', 'shopping', 'mall', 'ex-boyfriend ex-girlfriend relationship', 'jay and silent bob', 'silent man', 'coke', 'bandleader', 'aftercreditsstinger']"
178,Mighty Morphin Power Rangers: The Movie ( 1995 ),Action|Adventure|Science Fiction|Family|Fantasy,"['Action', 'Adventure', 'Science Fiction', 'Family', 'Fantasy']",1995-06-30,15000000,66000000,9070,9070,92.0,5.2,153,based on tv series|tokusatsu|superhero team|ethnic diversity|super sentai|power rangers|mighty morphin power rangers|mmpr,"['based on tv series', 'tokusatsu', 'superhero team', 'ethnic diversity', 'super sentai', 'power rangers', 'mighty morphin power rangers', 'mmpr']"
180,Mute Witness ( 1995 ),Thriller|Foreign,"['Thriller', 'Foreign']",1995-09-28,2,1,48787,48787,95.0,6.4,36,chase|police|murder|mute|disk,"['chase', 'police', 'murder', 'mute', 'disk']"
182,The Net ( 1995 ),Crime|Drama|Mystery|Thriller|Action,"['Crime', 'Drama', 'Mystery', 'Thriller', 'Action']",1995-07-28,22000000,110627965,1642,1642,114.0,5.6,359,cheating|new identity|computer virus|chase|computer|stalking,"['cheating', 'new identity', 'computer virus', 'chase', 'computer', 'stalking']"
184,Party Girl ( 1995 ),Comedy,['Comedy'],1995-06-09,150000,472370,36196,36196,94.0,5.8,14,library|party|independent film|free spirit|woman director|librarian,"['library', 'party', 'independent film', 'free spirit', 'woman director', 'librarian']"
185,The Prophecy ( 1995 ),Fantasy|Horror|Thriller,"['Fantasy', 'Horror', 'Thriller']",1995-09-01,8,16,11980,11980,98.0,6.4,139,angel|archangel gabriel|menschheit,"['angel', 'archangel gabriel', 'menschheit']"
188,The Scarlet Letter ( 1995 ),Drama|History|Romance,"['Drama', 'History', 'Romance']",1995-10-13,50000000,10382407,10533,10533,135.0,5.5,111,based on novel|burning of witches|puritan|pregnancy|period drama|extramarital affair,"['based on novel', 'burning of witches', 'puritan', 'pregnancy', 'period drama', 'extramarital affair']"
190,Showgirls ( 1995 ),Drama,['Drama'],1995-09-22,45000000,20350754,10802,10802,128.0,4.9,261,dancing|female nudity|go-go dancer|spanner|seduction|striptease|sexappeal,"['dancing', 'female nudity', 'go-go dancer', 'spanner', 'seduction', 'striptease', 'sexappeal']"
191,Smoke ( 1995 ),Comedy|Drama,"['Comedy', 'Drama']",1995-06-09,7000000,8349430,10149,10149,112.0,7.2,115,smoking|robber|cigarette|cigar|laden|independent film|writer,"['smoking', 'robber', 'cigarette', 'cigar', 'laden', 'independent film', 'writer']"
193,Species ( 1995 ),Science Fiction|Horror|Action,"['Science Fiction', 'Horror', 'Action']",1995-07-07,35000000,113374103,9348,9348,108.0,5.5,457,telepathy|dna|paranoia|genetics|instinct|femme fatale|alien|on the run|decapitation|sexual attraction|los angeles|cocoon|genetic engineering|scientists|alien dna,"['telepathy', 'dna', 'paranoia', 'genetics', 'instinct', 'femme fatale', 'alien', 'on the run', 'decapitation', 'sexual attraction', 'los angeles', 'cocoon', 'genetic engineering', 'scientists', 'alien dna']"
195,Strange Days ( 1995 ),Crime|Drama|Science Fiction|Thriller,"['Crime', 'Drama', 'Science Fiction', 'Thriller']",1995-10-13,42000000,7959291,281,281,145.0,6.8,334,pornography|prostitute|rape|police brutality|dream|ex-girlfriend|future|bodyguard|rapper|virtual reality|dystopia|minidisc|police|ex-cop|murder|cyberpunk|los angeles|violence|criminal|private detective|revolt|woman director,"['pornography', 'prostitute', 'rape', 'police brutality', 'dream', 'ex-girlfriend', 'future', 'bodyguard', 'rapper', 'virtual reality', 'dystopia', 'minidisc', 'police', 'ex-cop', 'murder', 'cyberpunk', 'los angeles', 'violence', 'criminal', 'private detective', 'revolt', 'woman director']"
197,The Tie That Binds ( 1995 ),Thriller,['Thriller'],1995-09-08,14000000,5780000,79593,79593,99.0,4.6,9,,[]
201,Under Siege 2: Dark Territory ( 1995 ),Action|Thriller,"['Action', 'Thriller']",1995-07-13,60000000,104324083,3512,3512,100.0,5.6,217,terrorist|pentagon|satellite|navy seal|train,"['terrorist', 'pentagon', 'satellite', 'navy seal', 'train']"
204,A Walk in the Clouds ( 1995 ),Drama|Romance,"['Drama', 'Romance']",1995-08-11,20000000,50012507,9560,9560,103.0,6.5,168,world war ii|vineyard|love|remake|pregnancy|harvest|grape|abandoned woman,"['world war ii', 'vineyard', 'love', 'remake', 'pregnancy', 'harvest', 'grape', 'abandoned woman']"
205,Waterworld ( 1995 ),Adventure|Action,"['Adventure', 'Action']",1995-07-28,175000000,264218220,9804,9804,135.0,5.9,1017,ocean|tattoo|mutant|water|dystopia|doomsday,"['ocean', 'tattoo', 'mutant', 'water', 'dystopia', 'doomsday']"
210,Burnt by the Sun ( 1994 ),Drama,['Drama'],1994-05-01,2800000,2616503,50797,50797,135.0,6.7,35,wife husband relationship|colonel,"['wife husband relationship', 'colonel']"
212,Before Sunrise ( 1995 ),Drama|Romance,"['Drama', 'Romance']",1995-01-27,2500000,5535405,76,76,105.0,7.7,984,dialogue|sunrise|talking|soulmates|walking|austria|traveller|danube|bittersweet|romantic|vienna,"['dialogue', 'sunrise', 'talking', 'soulmates', 'walking', 'austria', 'traveller', 'danube', 'bittersweet', 'romantic', 'vienna']"
213,Billy Madison ( 1995 ),Comedy,['Comedy'],1995-02-10,10000000,26488734,11017,11017,89.0,6.2,464,woman director,['woman director']
215,Boys on the Side ( 1995 ),Comedy|Drama,"['Comedy', 'Drama']",1995-02-03,21000000,23450000,9382,9382,115.0,6.3,48,aids|roommate|homicide|car journey|friendship|friends|homosexuality|escape|road movie,"['aids', 'roommate', 'homicide', 'car journey', 'friendship', 'friends', 'homosexuality', 'escape', 'road movie']"
219,Clerks ( 1994 ),Comedy,['Comedy'],1994-09-13,27000,3151130,2292,2292,92.0,7.4,769,salesclerk|loser|aftercreditsstinger,"['salesclerk', 'loser', 'aftercreditsstinger']"
220,Don Juan DeMarco ( 1994 ),Romance|Drama|Comedy,"['Romance', 'Drama', 'Comedy']",1994-10-01,25000000,22200000,1909,1909,97.0,6.3,184,sex addiction|love|mental institution|patient|psychiatrist|don juan,"['sex addiction', 'love', 'mental institution', 'patient', 'psychiatrist', 'don juan']"
221,Disclosure ( 1994 ),Drama|Thriller|Crime|Mystery|Romance,"['Drama', 'Thriller', 'Crime', 'Mystery', 'Romance']",1994-12-09,55000000,214015089,8984,8984,123.0,5.9,217,employee|workplace|sexual harassment|intrigue,"['employee', 'workplace', 'sexual harassment', 'intrigue']"
227,Dumb and Dumber ( 1994 ),Comedy,['Comedy'],1994-12-16,16000000,247275374,8467,8467,107.0,6.5,1894,gas station|motel|utah|stupidity|pill|prank|cigar smoking|violence|criminal|fired from the job|clumsiness|stepmother stepdaughter relationship|sitting on a toilet|aspen colorado|parakeet|defecation|scooter|hotel suite|endangered species|foolish|laxative,"['gas station', 'motel', 'utah', 'stupidity', 'pill', 'prank', 'cigar smoking', 'violence', 'criminal', 'fired from the job', 'clumsiness', 'stepmother stepdaughter relationship', 'sitting on a toilet', 'aspen colorado', 'parakeet', 'defecation', 'scooter', 'hotel suite', 'endangered species', 'foolish', 'laxative']"
231,Ed Wood ( 1994 ),Comedy|Drama|History,"['Comedy', 'Drama', 'History']",1994-09-27,18000000,5887457,522,522,127.0,7.3,639,individual|taxi|transsexuality|fortune teller|film business|film making|film producer|vororte|film maker|boxer|film director|oddball|celebrity|morphine|movie studio|los angeles|drug addict|cult director|theremin|handgun|trick or treating|actor|transvestite,"['individual', 'taxi', 'transsexuality', 'fortune teller', 'film business', 'film making', 'film producer', 'vororte', 'film maker', 'boxer', 'film director', 'oddball', 'celebrity', 'morphine', 'movie studio', 'los angeles', 'drug addict', 'cult director', 'theremin', 'handgun', 'trick or treating', 'actor', 'transvestite']"
236,Hideaway ( 1995 ),Drama|Thriller,"['Drama', 'Thriller']",1995-03-03,15000000,12201255,27303,27303,103.0,5.0,24,suspense,['suspense']
242,Hoop Dreams ( 1994 ),Documentary,['Documentary'],1994-09-12,700000,7830611,14275,14275,171.0,7.7,91,chicago|sports team|ghetto|narration|college|sport|basketball|high school sports|independent film|inner city|high school student,"['chicago', 'sports team', 'ghetto', 'narration', 'college', 'sport', 'basketball', 'high school sports', 'independent film', 'inner city', 'high school student']"
243,Heavenly Creatures ( 1994 ),Drama|Fantasy,"['Drama', 'Fantasy']",1994-09-02,5000000,3049135,1024,1024,99.0,6.9,299,mother|sex|secret|obsession|literature|nudity|fantasy|passion|love|friends|murder|independent film|lesbian|true|relationship,"['mother', 'sex', 'secret', 'obsession', 'literature', 'nudity', 'fantasy', 'passion', 'love', 'friends', 'murder', 'independent film', 'lesbian', 'true', 'relationship']"
244,Houseguest ( 1995 ),Comedy|Family,"['Comedy', 'Family']",1995-01-06,10500000,26325256,17207,17207,113.0,6.0,17,,[]
249,Interview with the Vampire ( 1994 ),Horror|Romance,"['Horror', 'Romance']",1994-11-11,60000000,223664608,628,628,123.0,7.2,1558,paris|san francisco|vampire|plantation|pity|bite|fang vamp,"['paris', 'san francisco', 'vampire', 'plantation', 'pity', 'bite', 'fang vamp']"
250,Jefferson in Paris ( 1995 ),Drama|Romance,"['Drama', 'Romance']",1995-03-31,14000000,2474000,87729,87729,139.0,5.2,10,france|revolution|biography|president|history,"['france', 'revolution', 'biography', 'president', 'history']"
252,Junior ( 1994 ),Comedy|Family|Romance,"['Comedy', 'Family', 'Romance']",1994-11-22,60000000,37000000,6280,6280,109.0,4.7,381,baby|medicine|media|pregnancy|scientist|science|male pregnancy|fertility|gynaecology|ceasarean birth,"['baby', 'medicine', 'media', 'pregnancy', 'scientist', 'science', 'male pregnancy', 'fertility', 'gynaecology', 'ceasarean birth']"
256,Star Wars ( 1977 ),Adventure|Action|Science Fiction,"['Adventure', 'Action', 'Science Fiction']",1977-05-25,11000000,775398007,11,11,121.0,8.1,6778,android|galaxy|hermit|death star|lightsaber|jedi|rescue mission|empire|rebellion|planet|smuggler|the force|space opera|galactic war|stormtrooper|totalitarianism,"['android', 'galaxy', 'hermit', 'death star', 'lightsaber', 'jedi', 'rescue mission', 'empire', 'rebellion', 'planet', 'smuggler', 'the force', 'space opera', 'galactic war', 'stormtrooper', 'totalitarianism']"
261,Like Water for Chocolate ( 1992 ),Drama|Romance,"['Drama', 'Romance']",1992-04-16,2000000,21665468,18183,18183,105.0,6.6,70,chocolate|jealousy|sister sister relationship|cooking|mexican revolution|marriage|wedding|single mother|recipe|magic realism|new mexican cinema|new latin american cinema,"['chocolate', 'jealousy', 'sister sister relationship', 'cooking', 'mexican revolution', 'marriage', 'wedding', 'single mother', 'recipe', 'magic realism', 'new mexican cinema', 'new latin american cinema']"
262,Legends of the Fall ( 1994 ),Adventure|Drama|Romance|War,"['Adventure', 'Drama', 'Romance', 'War']",1994-12-16,30000000,160638883,4476,4476,133.0,7.2,636,brother brother relationship|montana|based on novel|world war i|journey round the world,"['brother brother relationship', 'montana', 'based on novel', 'world war i', 'journey round the world']"
267,Losing Isaiah ( 1995 ),Drama,['Drama'],1995-03-17,17000000,7603766,28313,28313,106.0,6.4,28,mother|child abuse|single parent|based on novel|smoking|baby|social work|drug addiction|adoption|liberation|social worker|self-abandonment|court case|custody battle|son|looking for  birth parents|surrogate mother|racist|interracial relationship|extramarital affair,"['mother', 'child abuse', 'single parent', 'based on novel', 'smoking', 'baby', 'social work', 'drug addiction', 'adoption', 'liberation', 'social worker', 'self-abandonment', 'court case', 'custody battle', 'son', 'looking for  birth parents', 'surrogate mother', 'racist', 'interracial relationship', 'extramarital affair']"
269,Mary Shelley's Frankenstein ( 1994 ),Drama|Horror|Science Fiction|Romance,"['Drama', 'Horror', 'Science Fiction', 'Romance']",1994-11-04,45000000,112006296,3036,3036,123.0,6.1,272,human experimentation|frankenstein|remake,"['human experimentation', 'frankenstein', 'remake']"
274,Miami Rhapsody ( 1995 ),Comedy|Romance,"['Comedy', 'Romance']",1995-01-27,6,5,17402,17402,95.0,5.6,7,,[]
278,Nell ( 1994 ),Drama|Thriller,"['Drama', 'Thriller']",1994-12-23,31000000,106683817,1945,1945,112.0,6.1,128,loss of mother|loss of sister|twin sister|autism|lake|kaspar-hauser-syndrom|feral child|forest|north carolina|psychologist|family,"['loss of mother', 'loss of sister', 'twin sister', 'autism', 'lake', 'kaspar-hauser-syndrom', 'feral child', 'forest', 'north carolina', 'psychologist', 'family']"
284,Natural Born Killers ( 1994 ),Crime|Thriller|Drama,"['Crime', 'Thriller', 'Drama']",1994-08-25,34000000,50282766,241,241,119.0,6.9,927,sadistic|journalist|mass murder|yellow press|trauma|daughter|satire|controversy|controversial|violence|young couple|abuse,"['sadistic', 'journalist', 'mass murder', 'yellow press', 'trauma', 'daughter', 'satire', 'controversy', 'controversial', 'violence', 'young couple', 'abuse']"
288,Outbreak ( 1995 ),Action|Drama|Science Fiction|Thriller,"['Action', 'Drama', 'Science Fiction', 'Thriller']",1995-03-10,50000000,189859560,6950,6950,127.0,6.4,522,river|general|research|army|serum|monkey|epidemic|medical research,"['river', 'general', 'research', 'army', 'serum', 'monkey', 'epidemic', 'medical research']"
289,Leon: The Professional ( 1994 ),Thriller|Crime|Drama,"['Thriller', 'Crime', 'Drama']",1994-09-14,16000000,45284974,101,101,110.0,8.2,4293,new york|corruption|assassin|police brutality|loss of family|s.w.a.t.|immigrant|hitman|training|revenge|murder|loneliness|neighbor|tragic love|cult film|neo-noir|complex relationship|complex characters,"['new york', 'corruption', 'assassin', 'police brutality', 'loss of family', 's.w.a.t.', 'immigrant', 'hitman', 'training', 'revenge', 'murder', 'loneliness', 'neighbor', 'tragic love', 'cult film', 'neo-noir', 'complex relationship', 'complex characters']"
290,The Perez Family ( 1995 ),Comedy|Drama|Romance,"['Comedy', 'Drama', 'Romance']",1995-05-12,11000000,2832826,63020,63020,113.0,6.6,9,immigration|independent film|woman director|political prisoner|cuban refugees,"['immigration', 'independent film', 'woman director', 'political prisoner', 'cuban refugees']"
292,Pulp Fiction ( 1994 ),Thriller|Crime,"['Thriller', 'Crime']",1994-09-10,8000000,213928762,680,680,154.0,8.3,8670,transporter|brothel|drug dealer|boxer|massage|stolen money|crime boss|dance contest|junkyard|kamikaze|ambiguous ending|briefcase|redemption|heirloom|pulp fiction|reference to al green|theft|brutality,"['transporter', 'brothel', 'drug dealer', 'boxer', 'massage', 'stolen money', 'crime boss', 'dance contest', 'junkyard', 'kamikaze', 'ambiguous ending', 'briefcase', 'redemption', 'heirloom', 'pulp fiction', 'reference to al green', 'theft', 'brutality']"
294,Pushing Hands ( 1992 ),Comedy|Drama,"['Comedy', 'Drama']",1992-02-01,400000,152322,25296,25296,105.0,6.1,9,,[]
299,The Quick and the Dead ( 1995 ),Action|Western,"['Action', 'Western']",1995-02-09,32000000,18552460,12106,12106,107.0,6.2,431,gunslinger|revenge|prairie|shootout|pistol,"['gunslinger', 'revenge', 'prairie', 'shootout', 'pistol']"
300,Roommates ( 1995 ),Drama|Comedy,"['Drama', 'Comedy']",1995-03-01,22000000,12400000,161495,161495,108.0,6.4,7,grandfather grandson relationship|roommate|birthday|funeral|vegetarian|orphan|deathbed,"['grandfather grandson relationship', 'roommate', 'birthday', 'funeral', 'vegetarian', 'orphan', 'deathbed']"
